Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Little Bateau Lake,Vilas,998600,NO,64,,643597,NE,DRAINAGE



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8191176,06/21/2004,11.25,NO,3.4,,,42,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191176,07/31/2004,13,NO,4,,,40,,,NORMAL,,CLEAR,GREEN,1-Beautiful, could not be nicer
8191176,08/31/2004,7,NO,2.1,,,49,,,NORMAL,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
8191176,09/30/2004,14.33,NO,4.4,,,39,,,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191176,10/25/2004,14.5,NO,4.4,,,39,,,LOW,,CLEAR,GREEN,1-Beautiful, could not be nicer
8191176,06/03/2005,15.25,NO,4.6,,,38,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191176,06/04/2005,,,,1.62,14,,49,38,,,,,
8191176,07/23/2005,7.5,NO,2.3,,,48,,,LOW,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,07/29/2005,,,,9.89,14,,49,52,,,,,
8191176,09/03/2005,6.75,NO,2.1,13.1,18,50,51,54,LOW,,CLEAR,GREEN,4-Would not swim but boating OK (algae)
8191176,09/30/2005,14.25,NO,4.3,,,39,,,LOW,,CLEAR,GREEN,2-Very minor aesthetic problems
1,10/20/2005,,,,14.9,32,,55,55,,,,,
8191176,10/21/2005,8.5,NO,2.6,,,46,,,NORMAL,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
8191176,05/19/2006,8.25,NO,2.5,,27,47,54,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,06/30/2006,5,NO,1.5,6.44,29,54,54,49,LOW,,MURKY,GREEN,4-Would not swim but boating OK (algae)
8191176,07/28/2006,10.5,NO,3.2,2.33,11,43,47,41,LOW,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,08/28/2006,,,,7.15,16,,50,50,,,,,
8191176,09/03/2006,7.25,NO,2.2,,,49,,,NORMAL,,MURKY,GREEN,4-Would not swim but boating OK (algae)
8191176,10/06/2006,10,NO,3,5.88,46,44,58,48,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,05/14/2007,13,NO,4,,,40,,,NORMAL,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191176,06/11/2007,11.25,NO,3.4,3.87,27,42,54,45,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,07/10/2007,11.5,NO,3.5,2.63,21,42,52,42,LOW,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,09/07/2007,5.5,NO,1.7,10.6,15,53,49,53,LOW,,MURKY,GREEN,4-Would not swim but boating OK (algae)
8191176,10/13/2007,8,NO,2.4,,,47,,,LOW,,MURKY,GREEN,3-Enjoyment somewhat impaired (algae)
8191176,05/21/2008,,,,,16,,50,,,,,,
8191176,05/28/2008,14,NO,4.3,,,39,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,07/08/2008,,,,2.95,13,,48,43,,,,,
8191176,07/15/2008,4.5,NO,1.4,,,55,,,LOW,,MURKY,,3-Enjoyment somewhat impaired (algae)
8191176,08/15/2008,3.5,NO,1.1,,,59,,,LOW,,MURKY,GREEN,4-Would not swim but boating OK (algae)
8191176,08/17/2008,,,,27.2,26,,53,60,,,,,
8191176,09/16/2008,7,NO,2.1,,,49,,,LOW,,MURKY,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,10/18/2008,6.5,NO,2,,,50,,,,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,05/22/2009,11.5,NO,3.5,,19,42,51,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,06/06/2009,10,NO,3,,,44,,,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,06/30/2009,,,,,19,,51,,,,,,
8191176,07/05/2009,7.5,NO,2.3,,,48,,,LOW,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,08/06/2009,4.75,NO,1.4,11,22,55,52,53,LOW,,MURKY,GREEN,5-Enjoyment substantially impaired (algae)
8191176,08/31/2009,,,,17.6,26,,53,56,,,,,
8191176,09/03/2009,3.5,NO,1.1,,,59,,,LOW,,MURKY,GREEN,5-Enjoyment substantially impaired (algae)
8191176,05/16/2010,10,NO,3,,20,44,51,,LOW,,CLEAR,BROWN,1-Beautiful, could not be nicer
8191176,06/21/2010,8,NO,2.4,3.14,25,47,53,43,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,07/26/2010,8,NO,2.4,4.89,15,47,49,47,LOW,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,09/14/2010,,,,12.2,20,,51,54,,,,,
8191176,09/16/2010,5.5,NO,1.7,,,53,,,LOW,,MURKY,,3-Enjoyment somewhat impaired (algae)
8191176,10/11/2010,9.5,NO,2.9,,,45,,,LOW,,CLEAR,,2-Very minor aesthetic problems
8191176,05/13/2011,7.75,NO,2.4,,11,48,47,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,07/04/2011,,,,2.67,18,,51,42,,,,,
8191176,07/10/2011,10,NO,3,,,44,,,NORMAL,,CLEAR,BLUE,2-Very minor aesthetic problems
8191176,07/31/2011,,,,2.91,23,,52,43,,,,,
8191176,08/10/2011,8,NO,2.4,,,47,,,NORMAL,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,09/25/2011,,,,10.1,21,,52,52,,,,,
8191176,05/19/2012,14.25,NO,4.3,,,39,,,LOW,,CLEAR,BROWN,
8191176,06/29/2012,7.5,NO,2.3,3.58,19,48,51,44,LOW,,CLEAR,BROWN,3-Enjoyment somewhat impaired (algae)
8191176,07/22/2012,8.5,NO,2.6,4.28,15,46,49,46,LOW,,CLEAR,GREEN,3-Enjoyment somewhat impaired (algae)
8191176,08/28/2012,,,,19.4,19,,51,57,,,,,
8191176,08/31/2012,5,NO,1.5,,,54,,,LOW,,MURKY,GREEN,
8191176,05/21/2013,,,,,23.8,,53,,,,,,
8191176,05/22/2013,10,NO,3,,,44,,,NORMAL,,,BLUE,1-Beautiful, could not be nicer
8191176,06/30/2013,7,NO,2.1,5.63,15.7,49,49,48,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,08/06/2013,,,,8.99,18.4,,51,51,,,,,
8191176,09/03/2013,,,,6.04,18.4,,51,48,,,,,
8191176,09/23/2013,8,NO,2.4,,,47,,,NORMAL,,CLEAR,BROWN,2-Very minor aesthetic problems
8191176,05/20/2014,, ,,,15.9,,50,,,,,,
05/14/2007,9,FEET,59,DEGREES F,9.4,MG/L
05/14/2007,12,FEET,58.8,DEGREES F,9.6,MG/L
05/14/2007,15,FEET,57.5,DEGREES F,9.2,MG/L
05/14/2007,18,FEET,56.6,DEGREES F,8,MG/L
06/11/2007,3,FEET,71.4,DEGREES F,8,MG/L
06/11/2007,6,FEET,70.8,DEGREES F,8.7,MG/L
06/11/2007,9,FEET,68.7,DEGREES F,9.4,MG/L
06/11/2007,12,FEET,66,DEGREES F,9.4,MG/L
06/11/2007,15,FEET,64.9,DEGREES F,8.9,MG/L
06/11/2007,17,FEET,62.4,DEGREES F,6,MG/L
07/10/2007,3,FEET,77,DEGREES F,7.6,MG/L
07/10/2007,6,FEET,76.8,DEGREES F,7.8,MG/L
07/10/2007,9,FEET,76.8,DEGREES F,8,MG/L
07/10/2007,12,FEET,74.8,DEGREES F,7.9,MG/L
07/10/2007,15,FEET,72.8,DEGREES F,6.1,MG/L
07/10/2007,17,FEET,68.9,DEGREES F,,
09/07/2007,3,FEET,71.2,DEGREES F,7.6,MG/L
09/07/2007,6,FEET,70.5,DEGREES F,7.6,MG/L
09/07/2007,12,FEET,69.8,DEGREES F,7.9,MG/L
09/07/2007,15,FEET,69.6,DEGREES F,7.2,MG/L
09/07/2007,16.5,FEET,69,DEGREES F,6.7,MG/L
10/13/2007,3,FEET,54.5,DEGREES F,9.5,MG/L
10/13/2007,6,FEET,54.5,DEGREES F,9.9,MG/L
10/13/2007,9,FEET,54.3,DEGREES F,9.1,MG/L
10/13/2007,12,FEET,53.9,DEGREES F,8.2,MG/L
10/13/2007,15,FEET,53.6,DEGREES F,9.6,MG/L
10/13/2007,17,FEET,53.6,DEGREES F,9,MG/L
05/28/2008,3,FEET,61.3,DEGREES F,9.2,MG/L
05/28/2008,6,FEET,59.3,DEGREES F,9.6,MG/L
05/28/2008,9,FEET,58.8,DEGREES F,10,MG/L
05/28/2008,12,FEET,58.4,DEGREES F,10.2,MG/L
05/28/2008,15,FEET,58.2,DEGREES F,10.2,MG/L
05/28/2008,17,FEET,57.7,DEGREES F,9.5,MG/L
07/15/2008,3,FEET,73.2,DEGREES F,7.9,MG/L
07/15/2008,6,FEET,71,DEGREES F,8,MG/L
07/15/2008,9,FEET,70.3,DEGREES F,8,MG/L
07/15/2008,12,FEET,69.8,DEGREES F,7.8,MG/L
07/15/2008,15,FEET,69.2,DEGREES F,6.9,MG/L
07/15/2008,17,FEET,67.6,DEGREES F,6.1,MG/L
08/15/2008,3,FEET,72.6,DEGREES F,8.7,MG/L
08/15/2008,6,FEET,71.4,DEGREES F,9.2,MG/L
08/15/2008,9,FEET,71,DEGREES F,9.4,MG/L
08/15/2008,12,FEET,70.7,DEGREES F,8.8,MG/L
08/15/2008,15,FEET,70.3,DEGREES F,7.8,MG/L
08/15/2008,17,FEET,68.1,DEGREES F,3.5,MG/L
09/16/2008,3,FEET,63.6,DEGREES F,7.5,MG/L
09/16/2008,6,FEET,63.3,DEGREES F,8,MG/L
09/16/2008,9,FEET,63.3,DEGREES F,7.5,MG/L
09/16/2008,12,FEET,62.9,DEGREES F,6.6,MG/L
09/16/2008,15,FEET,62.9,DEGREES F,7.8,MG/L
09/16/2008,17,FEET,62.6,DEGREES F,6.6,MG/L
10/18/2008,3,FEET,52.5,DEGREES F,10,MG/L
10/18/2008,6,FEET,51.9,DEGREES F,10,MG/L
10/18/2008,9,FEET,51.8,DEGREES F,10,MG/L
10/18/2008,12,FEET,51.6,DEGREES F,10,MG/L
10/18/2008,15,FEET,51.2,DEGREES F,10,MG/L
10/18/2008,17,FEET,51.6,DEGREES F,7.8,MG/L
05/22/2009,3,FEET,62,DEGREES F,10.1,MG/L
05/22/2009,6,FEET,60.8,DEGREES F,10.1,MG/L
05/22/2009,9,FEET,58.3,DEGREES F,9.8,MG/L
05/22/2009,12,FEET,59.1,DEGREES F,9.7,MG/L
05/22/2009,15,FEET,58.1,DEGREES F,9.5,MG/L
05/22/2009,18,FEET,56.4,DEGREES F,9,MG/L
06/06/2009,3,FEET,63.6,DEGREES F,9.8,MG/L
06/06/2009,6,FEET,62.4,DEGREES F,9.7,MG/L
06/06/2009,9,FEET,62,DEGREES F,9.6,MG/L
06/06/2009,12,FEET,61.5,DEGREES F,9.2,MG/L
06/06/2009,15,FEET,61,DEGREES F,9.2,MG/L
06/06/2009,17,FEET,60.3,DEGREES F,8.2,MG/L
07/05/2009,3,FEET,69.4,DEGREES F,9.3,MG/L
07/05/2009,6,FEET,67.8,DEGREES F,8.8,MG/L
07/05/2009,9,FEET,66.4,DEGREES F,8.7,MG/L
07/05/2009,12,FEET,65.6,DEGREES F,8.5,MG/L
07/05/2009,15,FEET,65.3,DEGREES F,6.6,MG/L
07/05/2009,18,FEET,63.6,DEGREES F,2,MG/L
08/06/2009,3,FEET,70,DEGREES F,8.5,MG/L
08/06/2009,6,FEET,69.1,DEGREES F,8.6,MG/L
08/06/2009,9,FEET,68.5,DEGREES F,8,MG/L
08/06/2009,12,FEET,68.3,DEGREES F,7.8,MG/L
08/06/2009,15,FEET,67.8,DEGREES F,5.7,MG/L
08/06/2009,18,FEET,66.7,DEGREES F,1.9,MG/L
05/16/2010,3,FEET,57.6,DEGREES F,11.7,MG/L
05/16/2010,6,FEET,56,DEGREES F,11.4,MG/L
05/16/2010,9,FEET,55.2,DEGREES F,10.4,MG/L
05/16/2010,12,FEET,54.4,DEGREES F,10.8,MG/L
05/16/2010,15,FEET,54.2,DEGREES F,10.1,MG/L
05/16/2010,17,FEET,54.3,DEGREES F,9.7,MG/L
06/21/2010,3,FEET,72.9,DEGREES F,8.7,MG/L
06/21/2010,6,FEET,72.7,DEGREES F,9.2,MG/L
06/21/2010,9,FEET,71.3,DEGREES F,9.3,MG/L
06/21/2010,12,FEET,66.6,DEGREES F,9.5,MG/L
06/21/2010,15,FEET,65.4,DEGREES F,6,MG/L
06/21/2010,17,FEET,65.1,DEGREES F,4.2,MG/L
07/26/2010,3,FEET,75.8,DEGREES F,6,MG/L
07/26/2010,6,FEET,75.5,DEGREES F,5.9,MG/L
07/26/2010,9,FEET,74.8,DEGREES F,6,MG/L
07/26/2010,12,FEET,74.7,DEGREES F,5.8,MG/L
07/26/2010,15,FEET,74,DEGREES F,4.6,MG/L
07/26/2010,17,FEET,73.3,DEGREES F,2.2,MG/L
09/16/2010,3,FEET,60.2,DEGREES F,9.3,MG/L
09/16/2010,6,FEET,60.1,DEGREES F,8.9,MG/L
09/16/2010,9,FEET,59.9,DEGREES F,8.2,MG/L
09/16/2010,12,FEET,59.9,DEGREES F,8,MG/L
09/16/2010,15,FEET,59.8,DEGREES F,7.5,MG/L
09/16/2010,17,FEET,59.8,DEGREES F,7.5,MG/L
10/11/2010,3,FEET,57.9,DEGREES F,10.8,MG/L
10/11/2010,6,FEET,51.3,DEGREES F,10.3,MG/L
10/11/2010,9,FEET,56.2,DEGREES F,10.2,MG/L
10/11/2010,12,FEET,55.4,DEGREES F,9.8,MG/L
